email_id,email_type,email_tone,model,prompt_id,strategy,summary,latency_s,rouge1,rouge2,rougeL,compression_ratio,word_count,tone_preservation,flesch_kincaid,error
E03,single,casual,Gemini 2.0 Flash,BL02,bullets,"Here's the breakdown of the email into bullet points:

*   **WHAT**: Invitation to go to a new ramen place on Morrison Street and then a rooftop bar.
*   **WHO**: Jamie, Alex, potentially Priya, and ""a few of us"".
*   **WHEN**: This Saturday.
*   **ACTION**: Let Alex know if Jamie is in.
*   **NOTE**: Alex is considering inviting Priya and is asking for Jamie's opinion on whether that would be weird.",1.687678337097168,0.3434,0.0825,0.202,0.4963,67,0.0,6.54,
E03,single,casual,Llama 3 8B,BL02,bullets,"Here are the key points from the email in bullet points:

â€¢ WHAT: Alex is inviting Jamie to join a group outing to a new ramen place and possibly a rooftop bar on Saturday.
â€¢ WHO: Alex, Jamie, possibly Priya
â€¢ WHEN: This Saturday
â€¢ ACTION: Jamie needs to let Alex know if they're interested in joining the outing
â€¢ NOTE: None (no important caveats mentioned)",2.466010093688965,0.2828,0.0619,0.1616,0.4963,67,0.9922,14.38,
E03,single,casual,GPT-4o-mini,BL03,bullets,"- Feature successfully shipped; team is currently busy.
- Confirm availability for Saturday outing to new ramen place on Morrison Street.
- Consider inviting Priya to join the group.
- Plan to go to rooftop bar afterwards if weather permits.",3.318207263946533,0.3824,0.0909,0.2353,0.2667,36,0.0,9.23,
E03,single,casual,GPT-4o,BL03,bullets,"- Confirm availability for Saturday outing to new ramen place on Morrison Street.
- Consider inviting Priya to join the group for the outing.",1.3302137851715088,0.2963,0.0769,0.2222,0.163,22,0.0,9.62,
E03,single,casual,Claude Haiku,BL03,bullets,"# EMAIL SUMMARY

**ACTION REQUIRED:**
- **Decision needed:** Confirm availability for Saturday social outing (ramen + rooftop bar)
- **Question:** Approve inviting Priya to the group

**CONTEXT:**
- Alex shipped feature; currently fatigued from 3-day sprint
- Proposed venue: Morrison Street ramen restaurant (2-hour wait expected)
- Weather-dependent rooftop bar follow-up",3.2055037021636963,0.275,0.0513,0.125,0.3556,48,0.0786,26.48,
E03,single,casual,Claude Sonnet 4.6,BL03,bullets,"# Key Points

- **Action required:** Confirm availability for Saturday outing
- **Plan:** Ramen dinner (Morrison Street) → rooftop bar, weather permitting
- **Note:** ~2-hour wait expected at restaurant
- **Decision needed:** Whether to include Priya in the invite",4.376717805862427,0.2727,0.125,0.2424,0.2519,34,0.0786,19.88,
E03,single,casual,Gemini 2.0 Flash,BL03,bullets,"Here's a 10-second summary:

*   **Action:** Respond to Alex re: Saturday plans (ramen & bar).
*   **Decision:** Should Alex invite Priya? (Consider team dynamics/inclusion).",1.511584997177124,0.2857,0.0,0.1429,0.1778,24,0.0,8.67,
E03,single,casual,Llama 3 8B,BL03,bullets,"Here are the concise bullet points:

* **Decision:** Invite Alex to join a social outing on Saturday
* **Action:** Confirm availability for Saturday
* **Decision:** Invite Priya to join the outing
* **Action:** Check with Priya about her availability
* **Option:** Consider visiting a new ramen place on Morrison Street and a rooftop bar afterwards",1.3219473361968994,0.3415,0.075,0.1951,0.3704,50,0.0,25.39,
E03,single,casual,GPT-4o-mini,FP01,formal_paragraph,"Alex informs Jamie that, despite a hectic work schedule, a new feature has been successfully launched. He invites Jamie to join a group outing to a popular ramen restaurant on Morrison Street this Saturday, suggesting a subsequent visit to a rooftop bar, and inquires about the appropriateness of inviting a colleague, Priya, to the gathering.",2.398267984390259,0.4828,0.1882,0.3218,0.4074,55,0.0,15.52,
E03,single,casual,GPT-4o,FP01,formal_paragraph,"Alex informs Jamie about the successful launch of a new feature at work, which has resulted in a particularly demanding week. Alex also extends an invitation to Jamie for a social gathering on Saturday at a new ramen restaurant, followed by a visit to a rooftop bar, and inquires about including Priya in the plans.",1.5627262592315674,0.3448,0.0235,0.2069,0.4074,55,0.0,14.87,
E03,single,casual,Claude Haiku,FP01,formal_paragraph,"Alex reports that a significant product feature has been successfully deployed following an intensive work week, and extends an invitation to Jamie to join a social gathering on Saturday that would include dining at a popular ramen restaurant followed by drinks at a rooftop bar, contingent upon favorable weather conditions. Additionally, Alex seeks Jamie's input regarding the inclusion of a colleague, Priya, in the planned outing.",3.3555445671081543,0.3636,0.0619,0.1818,0.4963,67,0.0,18.96,
E03,single,casual,Claude Sonnet 4.6,FP01,formal_paragraph,"The sender, Alex, recently completed a significant work milestone involving the successful deployment of a new product feature, though this was accomplished under considerable time pressure. Alex is extending an invitation to Jamie for a social gathering this Saturday, which includes dinner at a newly opened ramen restaurant on Morrison Street, followed by a potential visit to a rooftop bar. Additionally, Alex is seeking Jamie's input on whether it would be appropriate to include a mutual acquaintance, Priya, in the outing.",4.443343162536621,0.3333,0.0893,0.2105,0.6074,82,0.0,16.94,
E03,single,casual,Gemini 2.0 Flash,FP01,formal_paragraph,"Alex is inquiring about Jamie's availability this Saturday for a social gathering involving ramen and drinks, following a demanding work week culminating in a recent feature release. Alex also proposes inviting Priya to the event, expressing concern about her potential exclusion from recent social activities.",1.4659862518310547,0.3077,0.0263,0.2051,0.3407,46,0.0,17.24,
E03,single,casual,Llama 3 8B,FP01,formal_paragraph,"Here is a professional 2-3 sentence summary of the email:

Alex is inviting Jamie to join a group outing to a new ramen restaurant on Morrison Street, which has a wait time of approximately two hours, but is reportedly worth it. The group may also visit a rooftop bar afterwards, pending favorable weather conditions. Alex also inquires about inviting Priya, who has been feeling left out and enjoys ramen.",2.358656644821167,0.3333,0.1,0.2353,0.5185,70,0.0,12.9,
E03,single,casual,GPT-4o-mini,FP02,formal_paragraph,"Alex informs Jamie that a significant feature has been successfully shipped, resulting in a demanding workweek. He proposes a gathering this Saturday at a new ramen restaurant on Morrison Street, followed by a visit to a rooftop bar, contingent on favorable weather. Alex seeks Jamie's availability for the outing and inquires about the appropriateness of inviting their colleague Priya, who has been feeling excluded and enjoys ramen.",2.290686845779419,0.38,0.102,0.24,0.5037,68,0.0,14.94,
E03,single,casual,GPT-4o,FP02,formal_paragraph,"Alex communicated to Jamie that a new feature has been successfully shipped, resulting in a demanding work schedule. Alex is proposing a social gathering on Saturday at a new ramen restaurant on Morrison Street, followed by a visit to a rooftop bar, contingent on favorable weather. Alex inquires about Jamie's availability and suggests inviting Priya to join, noting she has been somewhat excluded recently and has a fondness for ramen. Jamie is requested to confirm attendance and provide input on inviting Priya.",1.7260103225708008,0.3478,0.0708,0.2261,0.6148,83,0.0,13.83,
E03,single,casual,Claude Haiku,FP02,formal_paragraph,"# Executive Summary

Alex has completed a significant product feature release following an intensive work period and is extending a social invitation to Jamie for Saturday. The proposed activities include dining at a newly popular ramen restaurant on Morrison Street, with an estimated wait time of two hours, followed by attendance at a rooftop bar, contingent upon favorable weather conditions. Alex is also seeking Jamie's input regarding the inclusion of a third party, Priya, in the gathering. A response confirming Jamie's availability and position on the additional invitee is requested.",3.4596314430236816,0.3089,0.0496,0.1951,0.6741,91,0.0,16.1,
E03,single,casual,Claude Sonnet 4.6,FP02,formal_paragraph,"**Executive Summary**

The sender, Alex, has reached out to Jamie to propose a social engagement on Saturday, which would include dinner at a newly opened ramen restaurant on Morrison Street, followed by a visit to a rooftop bar, weather permitting. Alex has also raised the matter of extending an invitation to a mutual acquaintance, Priya, citing a desire to ensure her inclusion in the group's social activities. Jamie is requested to confirm availability for the proposed outing and to provide input regarding the inclusion of Priya. A response is required at the earliest convenience to facilitate planning.",5.325776100158691,0.2615,0.0625,0.2,0.7259,98,0.0,15.4,
E03,single,casual,Gemini 2.0 Flash,FP02,formal_paragraph,"Alex is inviting Jamie to a social gathering this Saturday, consisting of ramen at a new restaurant on Morrison Street followed by drinks at a rooftop bar. Jamie is requested to confirm their availability and provide input on whether Priya should also be invited. The purpose of the invitation is to foster team camaraderie and include a potentially isolated colleague.",1.622441291809082,0.3478,0.1111,0.2826,0.4444,60,0.0,13.45,
E03,single,casual,Llama 3 8B,FP02,formal_paragraph,"Here is a formal executive summary of the email:

Jamie is invited to join a group outing on Saturday to a new ramen restaurant on Morrison Street, followed by a visit to a rooftop bar, pending favorable weather conditions. Key details include the restaurant's reputation for long wait times, but worth the experience. Required actions include responding to the invitation and providing input on whether to extend the invitation to Priya, who may appreciate the social opportunity.",2.3904802799224854,0.2909,0.0556,0.2,0.5778,78,0.0,15.58,
E03,single,casual,GPT-4o-mini,FP03,formal_paragraph,"Alex informed Jamie that a new feature has been successfully launched, resulting in a demanding work week. Additionally, Alex proposed a gathering this Saturday at a popular ramen restaurant, suggesting the inclusion of Priya to foster team camaraderie.",2.3830111026763916,0.3429,0.0588,0.1429,0.2815,38,0.0,14.8,
E03,single,casual,GPT-4o,FP03,formal_paragraph,"Alex informed Jamie that they successfully launched a new feature at work, which has resulted in a hectic week. Alex invited Jamie to join a group outing to a new ramen restaurant on Morrison Street this Saturday, with a possible visit to a rooftop bar afterward, and suggested including Priya in the invitation.",1.5992343425750732,0.4941,0.1687,0.3529,0.3926,53,0.0,14.11,
E03,single,casual,Claude Haiku,FP03,formal_paragraph,"**BRIEFING SUMMARY**

This email is a personal message from Alex to a colleague regarding weekend social plans and does not contain business-related content requiring senior management attention.",2.2055795192718506,0.1667,0.0,0.1,0.2074,28,0.0,18.51,
E03,single,casual,Claude Sonnet 4.6,FP03,formal_paragraph,"**Briefing Summary:**

This email is a personal message from Alex to a friend named Jamie and does not contain business-relevant content. Alex describes a demanding work week following a product release and extends an informal invitation to a social outing on Saturday, including a dinner and drinks with a small group of friends. No action is required from senior management.",3.9303488731384277,0.2366,0.0,0.1505,0.4519,61,0.0,12.65,
E03,single,casual,Gemini 2.0 Flash,FP03,formal_paragraph,"Alex emailed Jamie to invite them to a casual social gathering this Saturday, including dinner at a ramen restaurant and drinks at a rooftop bar. Alex also inquired about inviting another colleague, Priya, to the event.",1.7823352813720703,0.3529,0.0909,0.2353,0.2667,36,0.0,12.41,
E03,single,casual,Llama 3 8B,FP03,formal_paragraph,"Here is a concise, formal summary of the email:

Alex has completed a recent project and is seeking to socialize with colleagues on their day off. They are planning to visit a new ramen restaurant on Morrison Street and a rooftop bar, and invite Jamie to join. They also consider inviting Priya, who has been feeling left out, to join the group.",1.438234567642212,0.3404,0.1087,0.2766,0.4593,62,0.0,9.98,
E03,single,casual,GPT-4o-mini,CS01,casual,"Hey! Alex has been super busy with work but they finally launched that feature. They want to know if you're free this Saturday to check out a new ramen place and maybe hit up a rooftop bar after. Also, they're thinking about inviting Priya since she's been feeling left out.",2.3077516555786133,0.4706,0.0964,0.2118,0.3926,53,0.9922,7.11,
E03,single,casual,GPT-4o,CS01,casual,Hey! Alex has been super busy with work but finally finished a big project. They're planning to hit up a new ramen spot on Saturday and maybe a rooftop bar after. They want to know if you're in and if it's cool to invite Priya too.,2.279226779937744,0.4938,0.1266,0.3457,0.363,49,0.9922,6.19,
E03,single,casual,Claude Haiku,CS01,casual,"Alex has been swamped at work but finally got a big project done, and now they're inviting you to hit up this popular new ramen place on Morrison Street this Saturday (fair warning: 2-hour wait) followed by drinks at a rooftop bar if the weather's nice. They're also thinking about inviting Priya since she's been left out and loves ramen.",2.185061454772949,0.3918,0.1263,0.2887,0.4815,65,0.9329,13.61,
E03,single,casual,Claude Sonnet 4.6,CS01,casual,"Alex had a crazy week at work but finally shipped a big feature. They're inviting Jamie to grab ramen on Morrison Street this Saturday, then maybe hit a rooftop bar after. They also want to know if it's cool to invite Priya since she's been feeling left out.",3.4427363872528076,0.5542,0.2469,0.4337,0.3778,51,0.9922,7.0,
E03,single,casual,Gemini 2.0 Flash,CS01,casual,"Okay, so Alex is super tired from work but wants to grab ramen this Saturday at that new place on Morrison with some friends, and maybe hit up a rooftop bar after. They're also wondering if it'd be cool to invite Priya since she's been feeling left out.",1.4652297496795654,0.5301,0.1235,0.3373,0.3778,51,0.9922,9.86,
E03,single,casual,Llama 3 8B,CS01,casual,"So Alex is super busy at work and hasn't had a chance to text me, but they're free this Saturday and want to grab ramen at this new place on Morrison Street. They're thinking of heading to a rooftop bar afterwards if the weather's good, and they're wondering if it's okay to invite Priya, who's been feeling left out lately.",1.3353843688964844,0.4242,0.1649,0.3232,0.4963,67,0.9922,12.97,
E03,single,casual,GPT-4o-mini,CS02,casual,"Hey Jamie! 

Alex is inviting you to a get-together this Saturday at the new ramen place on Morrison Street, followed by a rooftop bar if the weather's nice. They want to know if you're in and if it’s cool to invite Priya too. No specific deadline mentioned, but it sounds like they're trying to finalize plans soon. 

Let them know!",2.0229125022888184,0.3918,0.1263,0.3093,0.4815,65,0.9969,5.27,
E03,single,casual,GPT-4o,CS02,casual,"Hey Jamie! Alex is inviting you to join a group outing this Saturday to a new ramen place on Morrison Street, followed by a rooftop bar if the weather's nice. They also want to know if it's okay to invite Priya. Let Alex know if you're in. No specific deadline, but sooner is probably better!",2.002032518386841,0.4222,0.1818,0.3333,0.4296,58,0.9969,5.62,
E03,single,casual,Claude Haiku,CS02,casual,"# Quick Version

**What's it about:** Alex is inviting you to grab ramen this Saturday with a group, then hit up a rooftop bar. They're also asking if it'd be cool to invite Priya.

**What you need to do:** Let them know if you're in or not.

**Deadline:** This Saturday (so respond soon-ish)",3.5404772758483887,0.3146,0.092,0.2697,0.4222,57,0.986,5.08,
E03,single,casual,Claude Sonnet 4.6,CS02,casual,"Your friend Alex wants to know if you're free **this Saturday** for ramen on Morrison Street + possibly a rooftop bar after. They also want your take on whether to invite Priya.

**You need to:** Reply with whether you're in, and give your two cents on the Priya question. Saturday is your deadline, basically.",3.982729196548462,0.3908,0.1412,0.2529,0.4074,55,0.9969,6.29,
E03,single,casual,Gemini 2.0 Flash,CS02,casual,"Hey Jamie! Alex is asking if you're free this Saturday to go to a new ramen place and then a rooftop bar. Let Alex know if you're in, and if it's okay to invite Priya. No real deadline, but probably respond soon if you're interested!",1.6149585247039795,0.4198,0.1519,0.321,0.363,49,1.0,4.84,
E03,single,casual,Llama 3 8B,CS02,casual,"Hey! Alex is reaching out to invite you to a casual hangout on Saturday. They're planning to go to a new ramen place on Morrison Street, and then maybe head to a rooftop bar if the weather's good. They're asking if you're free and also wondering if it's okay to invite Priya, who's been feeling left out lately. No deadline mentioned, just a casual invite!",3.7685537338256836,0.3495,0.1386,0.3301,0.5259,71,1.0,7.62,
E03,single,casual,GPT-4o-mini,CS03,casual,"Alex is super busy because they just launched a new feature at work. They want to know if you're free this Saturday to go to a new ramen restaurant, which has a long wait but is supposed to be great. After that, they’re thinking about hitting a rooftop bar if the weather is nice. 

Alex is also considering inviting Priya since she’s been feeling left out and likes ramen. 

You should let Alex know if you can make it and if you're okay with inviting Priya.",4.350141763687134,0.3607,0.0333,0.1803,0.6667,90,0.9922,7.56,
E03,single,casual,GPT-4o,CS03,casual,"Alex has been super busy at work but finally finished a big project. They're planning to go to a new ramen place on Morrison Street this Saturday and want to know if you're free to join. They also suggest going to a rooftop bar afterward if the weather is nice. Alex is thinking about inviting Priya too, as she might feel left out and loves ramen. Let Alex know if you can make it and if inviting Priya is okay.",2.03560733795166,0.3684,0.1071,0.2456,0.6074,82,0.9922,7.07,
E03,single,casual,Claude Haiku,CS03,casual,"# What Happened
Alex just shipped a big feature at work and is running on fumes (hasn't slept in 3 days).

# What Matters
Alex is inviting you to hang out Saturday: ramen at the new place on Morrison Street (expect a 2-hour wait), then possibly rooftop bar after. Also asking if it'd be cool to invite Priya since she's been left out lately.

# What You Should Do
Let Alex know if you're in or out. If you're interested, you can also weigh in on whether inviting Priya is a good idea (spoiler: Alex thinks it is, and it sounds like a nice move).",5.069936990737915,0.3,0.0725,0.2143,0.8,108,0.9922,8.68,
E03,single,casual,Claude Sonnet 4.6,CS03,casual,"Here's the gist:

**Alex is exhausted from a big work deadline and wants to hang out Saturday.** The plan is ramen on Morrison Street (expect a 2-hour wait) followed by a rooftop bar if the weather's good.

**What you need to decide:**
1. Are you free Saturday?
2. Is it cool to invite Priya? Alex thinks she's been feeling left out and wants a read on that before pulling her in.

Just reply yes/no on both and you're done.",4.9899513721466064,0.3077,0.0696,0.2393,0.6296,85,0.9329,4.14,
E03,single,casual,Gemini 2.0 Flash,CS03,casual,"Okay, so Alex is inviting you to ramen on Saturday at that new place on Morrison, followed by a rooftop bar. They're also thinking of inviting Priya.

**What matters:** They want to hang out, and they want to know if you're free and if it's okay to invite Priya.

**What you should do:** Respond and let Alex know if you can make it and whether you think inviting Priya is a good idea.",1.977410078048706,0.2963,0.1509,0.2778,0.563,76,0.9922,7.5,
E03,single,casual,Llama 3 8B,CS03,casual,"Here's the short version:

Alex is inviting you to join them for dinner and drinks on Saturday. They want to try a new ramen place on Morrison Street and then head to a rooftop bar if the weather's good. They're also considering inviting Priya, who's been feeling left out lately.",1.3032450675964355,0.3721,0.0714,0.2791,0.4,54,0.9922,7.82,
E03,single,casual,GPT-4o-mini,TM_CASUAL,tone_matched,"Hey Jamie! I've been swamped at work this week, but we finally launched that feature I mentioned—I'm running on fumes over here! Are you free this Saturday? A few of us are hitting up that new ramen spot on Morrison Street, and then maybe the rooftop bar if the weather's nice. Also, what do you think about inviting Priya? She loves ramen and could use a fun night out! Hope your week’s been smoother than mine! 😅",4.926234722137451,0.3186,0.0721,0.1947,0.6,81,0.9922,4.36,
E03,single,casual,GPT-4o,TM_CASUAL,tone_matched,"Hey Jamie! Alex here. Work's been crazy, but we finally launched that feature, so I'm running on zero sleep, haha. Are you free Saturday? We're planning to hit that new ramen spot on Morrison Street and maybe a rooftop bar after. Also, thinking of inviting Priya—she's a ramen fan and could use some fun. Let me know if you're in! Hope your week was smoother than mine! 😅",1.7644703388214111,0.381,0.0777,0.2095,0.5407,73,0.9922,3.49,
E03,single,casual,Claude Haiku,TM_CASUAL,tone_matched,"Alex has been swamped at work getting a feature shipped and is basically running on fumes, but they're trying to round up people for Saturday to hit up that popular ramen spot on Morrison Street (yeah, the wait's brutal but supposedly amazing) and maybe grab drinks at the rooftop bar after. They're also thinking about inviting Priya since she's been left out and loves ramen, so just let them know if you're down!",2.1564106941223145,0.4,0.1296,0.2,0.5778,78,0.9922,16.26,
E03,single,casual,Claude Sonnet 4.6,TM_CASUAL,tone_matched,"Alex finally came up for air after a crazy work week (they shipped a big feature on basically zero sleep!) and wants to know if Jamie's free this Saturday. The plan is to hit up that hyped ramen spot on Morrison Street and maybe grab drinks at a rooftop bar after. Oh, and Alex is thinking of inviting Priya too since she's been feeling a bit left out lately! 🍜",4.786989212036133,0.4272,0.099,0.2718,0.5259,71,0.9922,7.45,
E03,single,casual,Gemini 2.0 Flash,TM_CASUAL,tone_matched,"Hey Jamie, Alex is finally crawling out from under a mountain of work after shipping that crazy feature! They're thinking of hitting up that super hyped ramen place on Saturday, then maybe a rooftop bar, and wanted to know if you're free to join. Plus, they were wondering if it'd be cool to invite Priya along too!",1.8199169635772705,0.3696,0.0444,0.2391,0.4444,60,0.9922,8.53,
E03,single,casual,Llama 3 8B,TM_CASUAL,tone_matched,"Hey! So, work has been crazy busy for me lately, but I'm finally free this Saturday and I was thinking of grabbing ramen with some friends at that new spot on Morrison Street. We'd probably have to wait a bit, but it's supposed to be worth it, and then we could head to the rooftop bar if the weather's good.",2.9343879222869873,0.4167,0.1489,0.1667,0.4741,64,0.9922,12.19,
E04,single,urgent,GPT-4o-mini,TL01,tldr,"Robert Fitch is extremely dissatisfied with the service regarding his unfulfilled order #847291, demands a full refund of $89.99 and compensation, and threatens to escalate the issue if not addressed within 24 hours.",2.446662664413452,0.3421,0.1351,0.2368,0.2237,34,0.3949,11.52,
E04,single,urgent,GPT-4o,TL01,tldr,"Robert Fitch expresses extreme dissatisfaction with a delayed order, poor customer service, and demands a refund and compensation, threatening to file a complaint if not resolved within 24 hours.",1.0828289985656738,0.3099,0.087,0.2254,0.1908,29,0.3986,17.29,
E04,single,urgent,Claude Haiku,TL01,tldr,"TL;DR: Customer demands immediate refund and compensation for undelivered order, poor customer service, and missed birthday gift deadline, threatening BBB complaint and credit card dispute if not resolved within 24 hours.",1.7726690769195557,0.4324,0.2222,0.4324,0.2105,32,0.3986,19.02,
E04,single,urgent,Claude Sonnet 4.6,TL01,tldr,"A long-time customer is demanding an immediate full refund of $89.99 and compensation after their order placed three weeks ago never arrived, and multiple attempts to reach customer service went unanswered, threatening BBB and credit card disputes if not resolved within 24 hours.",3.367722511291504,0.3218,0.0706,0.2989,0.2961,45,0.3915,13.64,
E04,single,urgent,Gemini 2.0 Flash,TL01,tldr,"Robert Fitch is demanding a full refund and compensation for a late, missing order (#847291) and unresponsive customer service, threatening further action if he doesn't hear back within 24 hours.",1.3614542484283447,0.3288,0.1127,0.274,0.2039,31,0.3993,15.91,
E04,single,urgent,Llama 3 8B,TL01,tldr,"Robert Fitch is extremely dissatisfied with the service he received, as his order took three weeks to arrive and he was unable to get a response from customer service, and is demanding a full refund and compensation for the inconvenience.",1.8893980979919434,0.1951,0.025,0.122,0.2632,40,0.3677,19.48,
E04,single,urgent,GPT-4o-mini,TL02,tldr,"Request a full refund of $89.99 and compensation for poor service within 24 hours, or I will file a complaint with the Better Business Bureau and dispute the charge.",2.0582568645477295,0.25,0.0857,0.1667,0.1974,30,0.3949,7.17,
E04,single,urgent,GPT-4o,TL02,tldr,"Request a full refund of $89.99 and compensation within 24 hours for the delayed order #847291, or a complaint will be filed with the Better Business Bureau.",1.1966907978057861,0.3143,0.1176,0.1714,0.1842,28,0.3986,7.57,
E04,single,urgent,Claude Haiku,TL02,tldr,"TL;DR: Customer demands immediate full refund of $89.99 for undelivered order #847291 plus compensation, or will escalate to BBB and credit card dispute within 24 hours.",4.261685609817505,0.4286,0.2059,0.4,0.1842,28,0.3886,9.68,
E04,single,urgent,Claude Sonnet 4.6,TL02,tldr,**TL;DR:** A long-time customer is demanding an immediate full refund of $89.99 for an undelivered order and threatening BBB complaints and a credit card dispute if not responded to within 24 hours.,2.037067413330078,0.3377,0.1067,0.3117,0.2303,35,0.3949,9.78,
E04,single,urgent,Gemini 2.0 Flash,TL02,tldr,"Robert Fitch demands an immediate $89.99 refund for undelivered order #847291 and unresponsive customer service, threatening a BBB complaint and charge dispute if he doesn't receive a response within 24 hours.",1.3221361637115479,0.48,0.3562,0.4533,0.2171,33,0.3949,10.87,
E04,single,urgent,Llama 3 8B,TL02,tldr,"Robert Fitch is extremely dissatisfied with the service he received, as his order has not arrived after three weeks and he was unable to get a response from customer service, demanding a full refund of $89.99 and compensation within 24 hours or he will file a complaint with the Better Business Bureau and dispute the charge with his credit card company.",1.9369587898254395,0.25,0.0784,0.1538,0.4079,62,0.3915,14.96,
E04,single,urgent,GPT-4o-mini,TL03,tldr,"Customer Robert Fitch is extremely dissatisfied with service regarding order #847291, which has not arrived after three weeks; he demands a full refund of $89.99 and compensation, threatening to escalate the issue if not resolved within 24 hours.",2.8002047538757324,0.3457,0.1519,0.2469,0.2566,39,0.3949,12.29,
E04,single,urgent,GPT-4o,TL03,tldr,"TL;DR: Robert Fitch is demanding a full refund and compensation for a delayed order and poor customer service, threatening to file a complaint and dispute the charge if not resolved within 24 hours.",1.0322303771972656,0.2895,0.1081,0.2632,0.2237,34,0.3949,16.06,
E04,single,urgent,Claude Haiku,TL03,tldr,"**TL;DR:** Long-time customer Robert Fitch demands immediate $89.99 refund plus compensation for undelivered order #847291 and poor customer service, threatening BBB complaint and credit card dispute within 24 hours.",2.285923480987549,0.4865,0.3889,0.4865,0.2105,32,0.3886,11.3,
E04,single,urgent,Claude Sonnet 4.6,TL03,tldr,**TL;DR:** Long-time customer Robert Fitch is demanding an immediate $89.99 refund for undelivered order #847291 and threatens BBB complaint and chargeback within 24 hours after three weeks of failed delivery and ignored support attempts.,3.11889910697937,0.557,0.4156,0.481,0.2434,37,0.3915,12.04,
E04,single,urgent,Gemini 2.0 Flash,TL03,tldr,"Customer Robert Fitch is demanding an $89.99 refund and compensation for a late order (#847291) and poor customer service, threatening a BBB complaint and charge dispute if unresolved within 24 hours.",1.400406837463379,0.4324,0.25,0.4054,0.2105,32,0.3915,10.19,
E04,single,urgent,Llama 3 8B,TL03,tldr,"Here is a single-sentence TL;DR:

Customer Robert Fitch is seeking a full refund ($89.99) and compensation for a delayed order (#847291) that was placed 3 weeks ago, and threatens to file a complaint with the BBB and credit card company if not resolved within 24 hours.",1.3217215538024902,0.3956,0.1573,0.3516,0.3224,49,0.3915,10.82,
E04,single,urgent,GPT-4o-mini,BL01,bullets,"- Robert Fitch is expressing extreme dissatisfaction with the service received regarding order #847291, which has not arrived after three weeks.  
- He experienced a 47-minute hold on the customer service line before being disconnected and received no response to two follow-up emails.  
- Fitch has been a loyal customer for six years and finds the service unacceptable, especially since the order was a birthday gift for his mother.  
- He is requesting an immediate full refund of $89.99 and compensation for the inconvenience caused.  
- If he does not receive a response within 24 hours, he plans to file a complaint with the Better Business Bureau and dispute the charge with his credit card company.",4.149449110031128,0.3077,0.0779,0.1667,0.75,114,0.3886,10.76,
E04,single,urgent,GPT-4o,BL01,bullets,"- Robert Fitch expresses extreme dissatisfaction with the service received regarding order #847291, which was placed three weeks ago and has not yet arrived.  
- He experienced poor customer service, including a 47-minute hold time followed by disconnection and two unanswered emails.  
- As a loyal customer of six years, he finds the situation unacceptable, especially since the item was intended as a birthday gift for his mother, whose birthday has now passed.  
- Robert demands an immediate full refund of $89.99 and compensation for the inconvenience caused.  
- He warns that if he does not receive a response within 24 hours, he will file a complaint with the Better Business Bureau and dispute the charge with his credit card company.",3.549744129180908,0.3375,0.1013,0.1875,0.7763,118,0.3986,11.58,
E04,single,urgent,Claude Haiku,BL01,bullets,"• Order #847291 placed three weeks ago has not arrived, and the customer was disconnected after waiting 47 minutes on hold and received no response to two follow-up emails.

• The customer, a six-year loyal client, is extremely dissatisfied because the undelivered item was a birthday gift for his mother whose birthday has already passed.

• Robert Fitch is demanding a full refund of $89.99 plus compensation for the inconvenience within 24 hours.

• If his demands are not met within 24 hours, he will file a complaint with the Better Business Bureau and dispute the charge with his credit card company.",4.568658351898193,0.3636,0.0993,0.1399,0.6645,101,0.3999,11.21,
E04,single,urgent,Claude Sonnet 4.6,BL01,bullets,"Here is a summary of the email in bullet points:

• Robert Fitch placed order #847291 three weeks ago and it has still not arrived.
• His attempts to contact customer service were unsuccessful, including a 47-minute hold that ended in disconnection and two unanswered emails.
• The undelivered item was a birthday gift for his mother, and her birthday has already passed.
• Fitch is demanding a full refund of $89.99 plus additional compensation for the inconvenience.
• If he does not receive a response within 24 hours, he plans to file a BBB complaint and dispute the charge with his credit card company.",5.113455057144165,0.3889,0.1408,0.2222,0.6711,102,0.3886,9.78,
E04,single,urgent,Gemini 2.0 Flash,BL01,bullets,"Here's a summary of the email in bullet points:

*   Robert Fitch is extremely dissatisfied with the lack of delivery for order #847291 placed three weeks ago.
*   He experienced poor customer service, including a long hold time and unanswered emails.
*   He demands a full refund of $89.99 plus compensation for the inconvenience caused by the late birthday gift.
*   He will file a complaint with the Better Business Bureau and dispute the charge if he doesn't receive a response within 24 hours.",2.728835105895996,0.368,0.1138,0.224,0.5461,83,0.3949,9.51,
E04,single,urgent,Llama 3 8B,BL01,bullets,"Here are 3-5 bullet points summarizing the email:

* The customer, Robert Fitch, is extremely dissatisfied with the service he received from the company, specifically with the delayed delivery of order #847291.
* He placed the order three weeks ago and has yet to receive it, and his attempts to contact customer service were met with a 47-minute hold time and unanswered emails.
* The item was a birthday gift for his mother, which has now passed, making the situation even more frustrating.
* He is requesting a full refund of $89.99 and compensation for the inconvenience caused.
* If he does not receive a response within 24 hours, he will file a complaint with the Better Business Bureau and dispute the charge with his credit card company.",2.1260757446289062,0.2976,0.0964,0.1786,0.8289,126,0.3999,11.33,
